,Name,Year,Height,Hometown/HS,Team
9,Kacy Hele,R-Fr,5'8,Granite Hills HS,Victor Valley College
10,Lana Salzar,So,5'7,Española Valley HS,Victor Valley College
11,Madison Merkow,Fr,5'8,Chaparral HS,Victor Valley College
12,Madison Anderson,Fr,6'1,Ralston Valley HS,Victor Valley College
13,Michelle Mason,Fr,5'6,Wood River HS,Victor Valley College
14,Reilly Bosworth,So,6'1,San Pasqual HS,Victor Valley College
15,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Victor Valley College
16,Violeti Faleumu,So,6'0,Vista HS,Victor Valley College
0,Angela Docena,Fr,5'2,Escondido HS,Cabrillo
1,Bella  Gama,Fr,5'8,Ridgefield HS,Cabrillo
2,Celin Macdonald,Fr,6'2,Maple Mountain HS,Cabrillo
3,Chloe Tripp,So,6'0,McKinleyville HS,Cabrillo
4,Claire Kinder,So,5'10,Arcata HS,Cabrillo
5,Claudia Mathews,So,5'11,La Costa Canyon HS,Cabrillo
6,Halie Hess,Fr,5'9,Roseville HS,Cabrillo
7,Hayley Huntsman,So,5'11,Bonanza HS,Cabrillo
8,Jazleigh Ortiz,So,5'8,Imperial HS,Cabrillo
9,Kacy Hele,R-Fr,5'8,Granite Hills HS,Cabrillo
10,Lana Salzar,So,5'7,Española Valley HS,Cabrillo
11,Madison Merkow,Fr,5'8,Chaparral HS,Cabrillo
12,Madison Anderson,Fr,6'1,Ralston Valley HS,Cabrillo
13,Michelle Mason,Fr,5'6,Wood River HS,Cabrillo
14,Reilly Bosworth,So,6'1,San Pasqual HS,Cabrillo
15,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Cabrillo
16,Violeti Faleumu,So,6'0,Vista HS,Cabrillo
0,Angela Docena,Fr,5'2,Escondido HS,Foothill College
1,Bella  Gama,Fr,5'8,Ridgefield HS,Foothill College
2,Celin Macdonald,Fr,6'2,Maple Mountain HS,Foothill College
3,Chloe Tripp,So,6'0,McKinleyville HS,Foothill College
4,Claire Kinder,So,5'10,Arcata HS,Foothill College
5,Claudia Mathews,So,5'11,La Costa Canyon HS,Foothill College
6,Halie Hess,Fr,5'9,Roseville HS,Foothill College
7,Hayley Huntsman,So,5'11,Bonanza HS,Foothill College
8,Jazleigh Ortiz,So,5'8,Imperial HS,Foothill College
9,Kacy Hele,R-Fr,5'8,Granite Hills HS,Foothill College
10,Lana Salzar,So,5'7,Española Valley HS,Foothill College
11,Madison Merkow,Fr,5'8,Chaparral HS,Foothill College
12,Madison Anderson,Fr,6'1,Ralston Valley HS,Foothill College
13,Michelle Mason,Fr,5'6,Wood River HS,Foothill College
14,Reilly Bosworth,So,6'1,San Pasqual HS,Foothill College
15,Savannah Castellanos,Fr,5'6,Torrey Pines HS,Foothill College
16,Violeti Faleumu,So,6'0,Vista HS,Foothill College
0,Camille Finley,Fr,6'1,San Benito HS,Gavilan College
1,Christa Arroyo,So,5'5,Christopher HS,Gavilan College
2,Emily  Jensen,Fr,6'2,Utah State,Gavilan College
3,Evelyn  Clonts,Fr,6'1,Gilroy HS,Gavilan College
4,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,Gavilan College
5,Haley Leifheit,So,5'11,San Benito HS,Gavilan College
6,Jenna Clonts,So,5'11,Gilroy HS,Gavilan College
7,Kaitlyn Viray,Fr,5'9,Christopher HS,Gavilan College
8,Kaitlyn Siaz,Fr,5'7,North Salinas HS,Gavilan College
9,Karishma Brooks,So,5'9,Mountain House HS,Gavilan College
10,Katie Dizon,Fr,5'8,Anzar HS,Gavilan College
11,Lex Chavarria,Fr,5'10,San Benito HS,Gavilan College
12,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,Gavilan College
13,Sarah Weiby,Fr,5'11,Gilroy HS,Gavilan College
14,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,Gavilan College
0,Camille Finley,Fr,6'1,San Benito HS,West Valley College
1,Christa Arroyo,So,5'5,Christopher HS,West Valley College
2,Emily  Jensen,Fr,6'2,Utah State,West Valley College
3,Evelyn  Clonts,Fr,6'1,Gilroy HS,West Valley College
4,Greysen Gilroy,Fr,5'7,Monte Vista Christian HS,West Valley College
5,Haley Leifheit,So,5'11,San Benito HS,West Valley College
6,Jenna Clonts,So,5'11,Gilroy HS,West Valley College
7,Kaitlyn Viray,Fr,5'9,Christopher HS,West Valley College
8,Kaitlyn Siaz,Fr,5'7,North Salinas HS,West Valley College
9,Karishma Brooks,So,5'9,Mountain House HS,West Valley College
10,Katie Dizon,Fr,5'8,Anzar HS,West Valley College
11,Lex Chavarria,Fr,5'10,San Benito HS,West Valley College
12,Mikeila Banda,Fr,5'8,Notre Dame Salinas HS,West Valley College
13,Sarah Weiby,Fr,5'11,Gilroy HS,West Valley College
14,Sierra Gaeta,So,5'5,Notre Dame San Jose HS,West Valley College
0,Arizona Webb,Fr,5'8,Elko HS,Feather River College
1,Chloe Hampton,Fr,5'11,"Oakland, Ca",Feather River College
2,Cortney Blumenthal,Fr,5'8,Boulder City HS,Feather River College
3,Cyan Blackdeer,So,5'9,Legend HS,Feather River College
4,Delihah Cardenas,Fr,5'7,Eastwood HS,Feather River College
5,Jada Barnes,Fr,5'4,Bret Harte HS,Feather River College
6,Jillian Wright,So,5'11,Elko HS,Feather River College
7,Kaaleya Price,Fr,5'9,Midwest Christian Academy,Feather River College
8,Kaitlyn Dingle,Fr,5'7,Quincy HS,Feather River College
9,Katie McKay,So,5'7,Terra Nova HS,Feather River College
10,Kyla Kincaid,So,5'4,Churchill County HS,Feather River College
11,Madison Howard,Fr,5'10,Kimball HS,Feather River College
12,Precious Helekahi,So,5'3,Hana HS,Feather River College
13,Ramsey Weber,So,5'8,Willows HS,Feather River College
14,Rebekah Grammer,Fr,5'5,Quincy HS,Feather River College
0,Anastasia McCauley,Fr,,Arcata HS,College of the Redwoods
1,Courtney Wilkinson,So,,La Quinta HS,College of the Redwoods
2,Elise Wilson,Fr,,Golden Sierra HS,College of the Redwoods
3,Katy Shumard,Fr,,Eureka HS,College of the Redwoods
4,Luz Chavez-Contreras,Fr,,Arcata HS,College of the Redwoods
5,Magnolia Gutierrez,Fr,,East Union HS,College of the Redwoods
6,Savannah Humburger,Fr,,Earnest McBride HS,College of the Redwoods
0,Anastasia McCauley,Fr,,Arcata HS,San Joaquin Delta College
1,Courtney Wilkinson,So,,La Quinta HS,San Joaquin Delta College
2,Elise Wilson,Fr,,Golden Sierra HS,San Joaquin Delta College
3,Katy Shumard,Fr,,Eureka HS,San Joaquin Delta College
4,Luz Chavez-Contreras,Fr,,Arcata HS,San Joaquin Delta College
5,Magnolia Gutierrez,Fr,,East Union HS,San Joaquin Delta College
6,Savannah Humburger,Fr,,Earnest McBride HS,San Joaquin Delta College
0,Alex Cook,Fr,5'7,Nevada Union HS,Sierra College
1,Bella Orteza,So,5'3,Placer HS,Sierra College
2,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Sierra College
3,Gabrielle Roberts,Fr,6'3,Whitnery HS,Sierra College
4,Grace Sanders,Fr,6'0,Foresthill HS,Sierra College
5,Grace Lemmo,So,5'7,Vista del Lago HS,Sierra College
6,Jasmine Dean,Fr,5'11,Colfax HS,Sierra College
7,Kalala Strickland,So,5'10,Oakmont HS,Sierra College
8,Kapri Pelle,Fr,5'11,Placer HS,Sierra College
9,Kylie Shinn,So,5'10,Colfax HS,Sierra College
10,Maddy Rowland,So,5'10,Casa Roble HS,Sierra College
11,Madison Meteer,Fr,5'10,Del Oro HS,Sierra College
12,Meghan Merlino,Fr,5'10,Rio Americano HS,Sierra College
13,Ryan Blackwood,So,5'2,Roseville HS,Sierra College
14,Sara Schell,Fr,5'11,Bear River HS,Sierra College
15,Savannah Schroeder,Fr,5'9,Ponderosa HS,Sierra College
0,Alex Cook,Fr,5'7,Nevada Union HS,Cypress College
1,Bella Orteza,So,5'3,Placer HS,Cypress College
2,Brittany Boerstra,So,5'11,"Osterhout, Netherlands",Cypress College
3,Gabrielle Roberts,Fr,6'3,Whitnery HS,Cypress College
4,Grace Sanders,Fr,6'0,Foresthill HS,Cypress College
5,Grace Lemmo,So,5'7,Vista del Lago HS,Cypress College
6,Jasmine Dean,Fr,5'11,Colfax HS,Cypress College
7,Kalala Strickland,So,5'10,Oakmont HS,Cypress College
8,Kapri Pelle,Fr,5'11,Placer HS,Cypress College
9,Kylie Shinn,So,5'10,Colfax HS,Cypress College
10,Maddy Rowland,So,5'10,Casa Roble HS,Cypress College
11,Madison Meteer,Fr,5'10,Del Oro HS,Cypress College
12,Meghan Merlino,Fr,5'10,Rio Americano HS,Cypress College
13,Ryan Blackwood,So,5'2,Roseville HS,Cypress College
14,Sara Schell,Fr,5'11,Bear River HS,Cypress College
15,Savannah Schroeder,Fr,5'9,Ponderosa HS,Cypress College
0,Andrea Lopez,Fr,5'8,Mater Dei HS,Fullerton College
1,Ashley Pruitt,Fr,5'6,El Dorado HS,Fullerton College
2,Carlie Ortega,Fr,5'6,Bishop Amat HS,Fullerton College
3,Catherine Serna,Fr,5'7,John F. Kennedy HS,Fullerton College
4,Kailyn Case,Fr,5'11,Yorba Linda HS,Fullerton College
5,Kaylyn Johnson,Fr,5'11,Colony HS,Fullerton College
6,Kendall Campos,Fr,5'7,Esperanza HS,Fullerton College
7,Kristine Perez,So,5'7,Valencia HS,Fullerton College
8,Lauren Schaefer,Fr,5'9,Yorba Linda HS,Fullerton College
9,Nakitta Masoe,Fr,5'9,Garden Grove HS,Fullerton College
10,Prescilla Gutierrez,Fr,5'5,Los Altos HS,Fullerton College
11,Samaria Longstreet,Fr,5'11,Lakewood HS,Fullerton College
0,Akimi Fujikura,So,,Irvine HS,Golden West College
1,Amanda Sosa,So,,Huntington Beach HS,Golden West College
2,Andrea Gonzalez,So,,Redondo Union HS,Golden West College
3,Ashleigh Atsaros,So,,Huntington Beach HS,Golden West College
4,Cherene Uale,So,,Hillsdale HS,Golden West College
5,Eden Vawaardenburg,Fr,,Marina HS,Golden West College
6,Erica Cantley,So,,Cypress HS,Golden West College
7,Holly Hennessy,Fr,,Marina HS,Golden West College
8,Jasmine Gonzalez,So,,,Golden West College
9,Jennifer Pham,Fr,,Westminster HS,Golden West College
10,Keilani Pearson,Fr,,Huntington Beach HS,Golden West College
11,Melissa Martinez,So,,,Golden West College
0,Akimi Fujikura,So,,Irvine HS,Antelope Valley College
1,Amanda Sosa,So,,Huntington Beach HS,Antelope Valley College
2,Andrea Gonzalez,So,,Redondo Union HS,Antelope Valley College
3,Ashleigh Atsaros,So,,Huntington Beach HS,Antelope Valley College
4,Cherene Uale,So,,Hillsdale HS,Antelope Valley College
5,Eden Vawaardenburg,Fr,,Marina HS,Antelope Valley College
6,Erica Cantley,So,,Cypress HS,Antelope Valley College
7,Holly Hennessy,Fr,,Marina HS,Antelope Valley College
8,Jasmine Gonzalez,So,,,Antelope Valley College
9,Jennifer Pham,Fr,,Westminster HS,Antelope Valley College
10,Keilani Pearson,Fr,,Huntington Beach HS,Antelope Valley College
11,Melissa Martinez,So,,,Antelope Valley College
0,Alex Paris,So,5'10,Stockdale HS,Bakersfield College
1,Bianca Logsdon,Fr,5'11,Stockdale HS,Bakersfield College
2,Brooke Horack,So,5'10,Centennial HS,Bakersfield College
3,Caitlyn Foreman,Fr,5'8,,Bakersfield College
4,Haley Sanchez,So,5'5,Centennial HS,Bakersfield College
5,Jourdan Muro,So,5'10,Centennial HS,Bakersfield College
6,Rachel Hoover,Fr,5'10,Garces Memorial HS,Bakersfield College
7,Reece Stevenson,So,5'6,Centennial HS,Bakersfield College
8,Sarah Armendariz,Fr,5'9,Clovis West HS,Bakersfield College
9,Shyanne Baez,Fr,5'4,Golden Valley HS,Bakersfield College
0,Alex Paris,So,5'10,Stockdale HS,Moorpark College
1,Bianca Logsdon,Fr,5'11,Stockdale HS,Moorpark College
2,Brooke Horack,So,5'10,Centennial HS,Moorpark College
3,Caitlyn Foreman,Fr,5'8,,Moorpark College
4,Haley Sanchez,So,5'5,Centennial HS,Moorpark College
5,Jourdan Muro,So,5'10,Centennial HS,Moorpark College
6,Rachel Hoover,Fr,5'10,Garces Memorial HS,Moorpark College
7,Reece Stevenson,So,5'6,Centennial HS,Moorpark College
8,Sarah Armendariz,Fr,5'9,Clovis West HS,Moorpark College
9,Shyanne Baez,Fr,5'4,Golden Valley HS,Moorpark College
0,Armonee Hunter,So,5'9,Ventura HS,Ventura College
1,Braxton Jessie,So,5'9,Kearney HS,Ventura College
2,Carina Cates,So,5'9,Pacifica HS,Ventura College
3,Caryssa Castrejon,R-So,5'5,Ventura HS,Ventura College
4,Daisy  Martinez,So,5'4,St Bonaventure HS,Ventura College
5,Danielle Garcia,Fr,5'6,Camarillo HS,Ventura College
6,Janessa Simental,So,5'7,Oxnard HS,Ventura College
7,Jordan Neria,Fr,5'5,Buena HS,Ventura College
8,Kasie Spencer,Fr,5'7,Foothill Tech HS,Ventura College
9,Madoline Bolish,R-So,5'10,Oxnard HS,Ventura College
10,Payton Greiner,R-So,5'10,Foothill Tech HS,Ventura College
11,Shea McKeown,Fr,5'6,Oxnard HS,Ventura College
12,Sofia Gomez,Fr,5'9,Oxnard HS,Ventura College
13,Taylor Benitez-Fanslow,Fr,5'10,Thousand Oaks HS,Ventura College
0,Alex Hayes,So,5'5,Mission Viejo HS,Orange Coast College
1,Devyn Holland,Fr,5'10,Santiago HS,Orange Coast College
2,Enjelica Glatti,So,5'8,Woodbridge HS,Orange Coast College
3,Georgia Grisham,Fr,5'6,Huntington Beach HS,Orange Coast College
4,Hannah Reid,Fr,5'5,Huntington Beach HS,Orange Coast College
5,Hannah Del Barto,Fr,5'5,"Vista Ridge, Tx",Orange Coast College
6,Jadelyn Forgiarini,So,5'9,Edison HS,Orange Coast College
7,Kacey Mathieson,Fr,5'6,Edison HS,Orange Coast College
8,Keika Yoshizumi,So,5'7,La Quinta HS,Orange Coast College
9,Molly Thee,Fr,5'5,Aliso Niguel HS,Orange Coast College
10,Rylee Adair,Fr,5'2,"St Francis, Hi",Orange Coast College
11,Sierra Lim,So,5'5,"Kaiser, Hi",Orange Coast College
12,Sophie Ajang,Fr,5'7,Del Norte HS,Orange Coast College
13,Tileree Johnson,Fr,5'8,"Castle, Hi",Orange Coast College
0,Brittney Diffine,So,5'7,Poly HS,Riverside City College
1,Delaney Beck,So,5'8,Poly HS,Riverside City College
2,Julia Balancier,Fr,5'9,MLK HS,Riverside City College
3,Kiara Oregon,Fr,5'8,Hillcrest HS,Riverside City College
4,Lauren Dunmore,Fr,6'0,King HS,Riverside City College
5,Madison Bogh,Fr,5'11,Citrus HS,Riverside City College
6,Marcella Rodriguez,Fr,5'7,Moreno Valley HS,Riverside City College
7,Natalie Escher,Fr,5'8,Redlands HS,Riverside City College
8,Patricia Brucks,Fr,5'4,Poly HS,Riverside City College
9,Roni Lopez,Fr,5'3,Grand Terrace HS,Riverside City College
10,Rozarya Barrett,Fr,5'10,Upland HS,Riverside City College
11,Taylor Gardner,Fr,5'3,Grand Terrace HS,Riverside City College
12,Telanni Childs,Fr,6'1,Upland HS,Riverside City College
13,Vanessa Dominiquez,Fr,5'6,Hillcrest HS,Riverside City College
0,Antonette Rolda,So,5'7,Trabuco Hills HS,Saddleback College
1,Avie Butsko,So,6'0,El Toro HS,Saddleback College
2,Forfeit  1,,,,Saddleback College
3,Forfiet 2,,,,Saddleback College
4,Jillian Hewitt,Fr,5'7,Trabuco Hills HS,Saddleback College
5,Kayla Logsdon,So,5'9,Mill Valley HS,Saddleback College
6,Keara O'Brien-Pol,So,6'0,Exeter HS,Saddleback College
7,Kiana  Camarlo,,,,Saddleback College
8,Landry Armstrong,So,5'8,Combs HS,Saddleback College
9,Michelle Solt,,,,Saddleback College
10,Nicolette Spriggs,So,5'7,JSerra HS,Saddleback College
11,Stevie Wenzel,,,,Saddleback College
12,Sydnee Cunico,,,,Saddleback College
0,Britany Tran,Fr,5'2,Fountain Valley HS,Santa Ana College
1,Carla Carrion,So,5'2,Santa Ana Valley HS,Santa Ana College
2,Destinee Blue,So,5'9,Segerstrom HS,Santa Ana College
3,Dianna Nguyen,So,5'6,Magnolia HS,Santa Ana College
4,Hannah Degrasse,So,5'11,California HS,Santa Ana College
5,Iliana Mendoza,So,5'10,Segerstrom HS,Santa Ana College
6,Jasmin Cardona,So,5'4,Godinez HS,Santa Ana College
7,Karissa Mumford,Fr,5'8,Kennedy HS,Santa Ana College
8,Kassandra Murillo,So,6'0,Loara HS,Santa Ana College
9,Kayla Long,Fr,5'3,Downey HS,Santa Ana College
10,Lily Reissmueller,So,5'10,El Modena HS,Santa Ana College
11,Mikelle Taylor,So,5'9,Godinez HS,Santa Ana College
12,Stephanie Huerta,Fr,5'1,Valencia HS,Santa Ana College
13,Taylor  Hernandez,Fr,5'7,La Habra HS,Santa Ana College
14,Virideana Pacheco,Fr,6'1,Godinez HS,Santa Ana College
15,Viridiana Serrano,So,5'7,Godinez HS,Santa Ana College
0,Aaliyah Charley,So,5'9,Thermal Coachella Valley HS,College of the Desert
1,Alysha Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert
2,Ashley Schwartz,So,5'9,Yucca Valley HS,College of the Desert
3,Ashtyn Lyneis,Fr,5'9,Palm Springs HS,College of the Desert
4,Baylie Dashner,Fr,5'11,La Quinta HS,College of the Desert
5,Brooke Topliff,Fr,5'6,Rancho Mirage HS,College of the Desert
6,Crishayla Jackson,So,6'0,Desert Hot Springs HS,College of the Desert
7,Emily Sundback,Fr,5'7,Rancho Mirage HS,College of the Desert
8,Esmeralda Ordaz,So,5'9,Indio HS,College of the Desert
9,Genesis Garza,Fr,5'7,Thermal Desert Mirage HS,College of the Desert
10,Hannah Laliberte,Fr,5'10,La Quinta HS,College of the Desert
11,Joanna Garcia,So,5'6,Thermal Desert Mirage HS,College of the Desert
12,Jomarie Viloria,Fr,5'8,Rancho Mirage HS,College of the Desert
13,London Felder,So,5'6,Rancho Cucamonga Alta Loma HS,College of the Desert
14,Marisol Ruiz,So,6'0,Thermal Desert Mirage HS,College of the Desert
15,Naomi Garcia,Fr,5'8,Rancho Mirage HS,College of the Desert
16,Nicole Svoboda,Fr,6'0,La Quinta HS,College of the Desert
17,Shay Mesa,So,5'5,Indio Shadow Hils HS,College of the Desert
0,Alexcis Morris,Fr,6'4,"Menifee, Ca",Grossmont College
1,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Grossmont College
2,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Grossmont College
3,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Grossmont College
4,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Grossmont College
5,Briana Ayon,So,6'0,"Chula Vista, Ca",Grossmont College
6,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Grossmont College
7,Christina Barrameda,So,5'6,"Ramona, Ca",Grossmont College
8,Desiree Howard,So,6'0,"Riverside, Ca",Grossmont College
9,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Grossmont College
10,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Grossmont College
11,Felicia Marshall,So,5'9,"Clinton, Ut",Grossmont College
12,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Grossmont College
13,Julia Holden,Fr,5'7,"Coronado, Ca",Grossmont College
14,Kayli Barrera,Fr,5'4,"San Diego, Ca",Grossmont College
15,Khalia Jordan,So,5'8,"Chula Vista, Ca",Grossmont College
16,Kiersten Kerch,So,6'2,"San Diego, Ca",Grossmont College
17,Kylee Snyder,Fr,5'7,"San Diego, Ca",Grossmont College
18,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Grossmont College
19,Maiya Lopez,Fr,5'6,"San Diego, Ca",Grossmont College
20,Makayla Tam,So,5'10,"Woodland, Ca",Grossmont College
21,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Grossmont College
22,Nicole Donais,So,6'0,"Ramona, Ca",Grossmont College
23,Sheay Isbell,Fr,5'9,"Ramona, Ca",Grossmont College
24,Talia  Young,Fr,5'6,Waimea HS,Grossmont College
0,Alexcis Morris,Fr,6'4,"Menifee, Ca",Palomar College
1,Alexis Vanlandingham,Fr,6'0,"Alpine, Ca",Palomar College
2,Aofiaolela Faa'agi,Fr,6'0,"Murrieta, Ca",Palomar College
3,Ashlee Goycoochea,Fr,5'8,"San Diego, Ca",Palomar College
4,Ashley Whipple,Fr,6'2,"El Cajon, Ca",Palomar College
5,Briana Ayon,So,6'0,"Chula Vista, Ca",Palomar College
6,Carly Gonzalez,Fr,5'11,"Bonita, Ca",Palomar College
7,Christina Barrameda,So,5'6,"Ramona, Ca",Palomar College
8,Desiree Howard,So,6'0,"Riverside, Ca",Palomar College
9,Desiree Elizondo,Fr,5'4,"Temecula, Ca",Palomar College
10,Erin Roberts,Fr,5'8,"Chula Vista, Ca",Palomar College
11,Felicia Marshall,So,5'9,"Clinton, Ut",Palomar College
12,Jamie Sakasegawa,Fr,5'4,"San Diego, Ca",Palomar College
13,Julia Holden,Fr,5'7,"Coronado, Ca",Palomar College
14,Kayli Barrera,Fr,5'4,"San Diego, Ca",Palomar College
15,Khalia Jordan,So,5'8,"Chula Vista, Ca",Palomar College
16,Kiersten Kerch,So,6'2,"San Diego, Ca",Palomar College
17,Kylee Snyder,Fr,5'7,"San Diego, Ca",Palomar College
18,Laurie Orbita,Fr,5'2,"Chula Vista, Ca",Palomar College
19,Maiya Lopez,Fr,5'6,"San Diego, Ca",Palomar College
20,Makayla Tam,So,5'10,"Woodland, Ca",Palomar College
21,Naomi Talisa Leilua,Fr,5'9,"Redondo Beach, Ca",Palomar College
22,Nicole Donais,So,6'0,"Ramona, Ca",Palomar College
23,Sheay Isbell,Fr,5'9,"Ramona, Ca",Palomar College
24,Talia  Young,Fr,5'6,Waimea HS,Palomar College
0,Alina Snyder,Fr,5'4,Mission Bay HS,San Diego Mesa College
1,Devon Lee,Fr,5'3,High Tech High Intl,San Diego Mesa College
2,Jhenalyn Germono,So,5'7,Otay Ranch HS,San Diego Mesa College
3,Kylie Cassicippo,So,5'7,Temecula Valley HS,San Diego Mesa College
4,Lizette Moore-Teague,So,5'8,Grossmont HS,San Diego Mesa College
5,Melissa Pittelkau,Fr,5'10,Timberline HS,San Diego Mesa College
6,Milla Anderson,Fr,5'9,Venture Independent,San Diego Mesa College
7,Raven Casas,Fr,5'10,Hilltop HS,San Diego Mesa College
8,Robyn Brooks,Fr,5'7,Healdsburg HS,San Diego Mesa College
9,Sabrina Calcutt,So,5'11,Foothills Christian HS,San Diego Mesa College
10,Sarah Connell,So,5'7,Clairemont HS,San Diego Mesa College
11,Tiarah Tucker,So,5'1,Helix HS,San Diego Mesa College
0,Aiko Waters,So,5'9,Leuzinger HS,El Camino College
1,Athena Sio,Fr,5'6,Narbonne HS,El Camino College
2,Chantell Miranda,Fr,5'3,Warren HS,El Camino College
3,Gherlaine Biasca,Fr,5'1,Carson HS,El Camino College
4,Glorious Owens,So,5'11,Venice HS,El Camino College
5,Jaelin Reynaud,Fr,6'0,Washington Prep HS,El Camino College
6,Jasmine Ligons,Fr,,Centennial HS,El Camino College
7,Jaylin Motley,So,6'1,Torrance HS,El Camino College
8,Jenny Lias,Fr,5'8,San Gabriel Academy,El Camino College
9,Jessica Villasenor,Fr,,Narbonne HS,El Camino College
10,Jewel Yandall,So,,Narbonne HS,El Camino College
11,Jossie Tomita,Fr,5'3,Torrance HS,El Camino College
12,Keily Morimoto,Fr,5'8,North Torrance HS,El Camino College
13,Kiana Takahashi,So,5'4,Torrance HS,El Camino College
14,Melanie Gurwell,Fr,,Torrance HS,El Camino College
15,Melissa Euyoque,So,5'9,El Segundo HS,El Camino College
16,Mikayla Clark,Fr,,South Torrance HS,El Camino College
17,Natasha Dutko,Fr,,South Torrance HS,El Camino College
18,Phina Leilua,Fr,5'10,Mira Costa HS,El Camino College
19,Renee Brydon,So,5'11,South Torrance HS,El Camino College
20,Sarah  Dyer,Fr,5'7,Palos Verdes HS,El Camino College
21,Sophia Loiola,Fr,6'0,Redondo Union HS,El Camino College
0,Aiko Waters,So,5'9,Leuzinger HS,Long Beach City College
1,Athena Sio,Fr,5'6,Narbonne HS,Long Beach City College
2,Chantell Miranda,Fr,5'3,Warren HS,Long Beach City College
3,Gherlaine Biasca,Fr,5'1,Carson HS,Long Beach City College
4,Glorious Owens,So,5'11,Venice HS,Long Beach City College
5,Jaelin Reynaud,Fr,6'0,Washington Prep HS,Long Beach City College
6,Jasmine Ligons,Fr,,Centennial HS,Long Beach City College
7,Jaylin Motley,So,6'1,Torrance HS,Long Beach City College
8,Jenny Lias,Fr,5'8,San Gabriel Academy,Long Beach City College
9,Jessica Villasenor,Fr,,Narbonne HS,Long Beach City College
10,Jewel Yandall,So,,Narbonne HS,Long Beach City College
11,Jossie Tomita,Fr,5'3,Torrance HS,Long Beach City College
12,Keily Morimoto,Fr,5'8,North Torrance HS,Long Beach City College
13,Kiana Takahashi,So,5'4,Torrance HS,Long Beach City College
14,Melanie Gurwell,Fr,,Torrance HS,Long Beach City College
15,Melissa Euyoque,So,5'9,El Segundo HS,Long Beach City College
16,Mikayla Clark,Fr,,South Torrance HS,Long Beach City College
17,Natasha Dutko,Fr,,South Torrance HS,Long Beach City College
18,Phina Leilua,Fr,5'10,Mira Costa HS,Long Beach City College
19,Renee Brydon,So,5'11,South Torrance HS,Long Beach City College
20,Sarah  Dyer,Fr,5'7,Palos Verdes HS,Long Beach City College
21,Sophia Loiola,Fr,6'0,Redondo Union HS,Long Beach City College
0,Alysha Tullar,Fr,5'11,Los Osos HS,Mt San Antonio College
1,Alyssa Bloomfield,Fr,5'6,Diamond Bar HS,Mt San Antonio College
2,Ashly Velazquez,Fr,5'8,Downey HS,Mt San Antonio College
3,Brianda Valdez,Fr,5'3,Le Salle HS,Mt San Antonio College
4,Jordon Wilson,Fr,6'1,Summit HS,Mt San Antonio College
5,Kierra Coatney,Fr,5'9,Apple Valley HS,Mt San Antonio College
6,Lauren Quinonez,So,5'9,Walnut HS,Mt San Antonio College
7,Lindsey Lane,Fr,5'10,Bishop Amat HS,Mt San Antonio College
8,Malia Carr,Fr,5'6,Arcadia HS,Mt San Antonio College
9,Natalya Fajardo,Fr,5'3,Apple Valley HS,Mt San Antonio College
10,Saipeti Fuiava,Fr,5'7,Legacy HS,Mt San Antonio College
11,Shaianne Palos,Fr,5'10,Summit HS,Mt San Antonio College
12,Sierra Lujan,Fr,5'8,Claremont HS,Mt San Antonio College
0,Andrea  Velasco,Fr,5'8,Sonora HS,Rio Hondo College
1,Bree Newton,So,5'10,South Hills HS,Rio Hondo College
2,Denyse Perez,Fr,5'3,El Rancho HS,Rio Hondo College
3,Felipa Moreno,Fr,5'8,Pioneer HS,Rio Hondo College
4,Madelyn Gastelum,Fr,5'6,La Habra HS,Rio Hondo College
5,Madison Mader,Fr,5'6,California,Rio Hondo College
6,Mia  Ponce,Fr,5'5,Centennial HS,Rio Hondo College
7,Michell Chavez-Valdivia,Fr,5'8,Sierra Vista HS,Rio Hondo College
8,Michelle Hawkins,Fr,5'8,Brea Olinda HS,Rio Hondo College
9,Michelle Rosas,Fr,5'11,Los Altos HS,Rio Hondo College
10,Monica  Campos,Fr,6'0,Covina HS,Rio Hondo College
11,Natalie Magallon,So,5'4,Bell Gardens HS,Rio Hondo College
12,Sara  Harding,So,5'0,Covina HS,Rio Hondo College
13,Stephanie Garcia,Fr,5'5,El Monte HS,Rio Hondo College
0,Alexandra Misca,Jr,5'11,"Satu Mare, Romania",Tampa
1,Brooklyn Wilson,Fr,5'9,"San Bernardino, Ca",Tampa
2,Chally Korn,So,5'6,"Glenwood Springs, Co",Tampa
3,Claire Blumenthal,Jr,5'5,"Tampa, Fl",Tampa
