,date,compID,location,playerid,position,primary position,college,division,result,mu,sigma
11995,2018-03-16,1118,"Birmingham, Al",991,5,4,Mercer,DI,0,18.830208594649346,7.134318648936029
11996,2018-03-17,1151,"Birmingham, Al",991,5,4,Mercer,DI,1,23.881871128715535,6.578246744026724
11997,2018-03-17,1159,"Birmingham, Al",991,4,4,Mercer,DI,1,24.734927367631755,6.400522787895864
11998,2018-03-23,1229,"Atlanta, Ga",991,4,4,Mercer,DI,1,26.29022705533355,6.121250206656517
11999,2018-03-23,1234,"Atlanta, Ga",991,4,4,Mercer,DI,1,27.90255428193313,5.840270319892531
12000,2018-03-24,1259,"Atlanta, Ga",991,4,4,Mercer,DI,1,28.576938385155003,5.717882527141205
12001,2018-03-24,1270,"Atlanta, Ga",991,5,4,Mercer,DI,0,25.075191868529725,5.279959479051469
12002,2018-03-30,1358,"Macon, Ga",991,5,4,Mercer,DI,0,23.219447495894197,4.985616132636457
12003,2018-03-30,1364,"Macon, Ga",991,4,4,Mercer,DI,0,22.078688757918354,4.754879234823442
12004,2018-03-31,1443,"Macon, Ga",991,5,4,Mercer,DI,0,20.44229603832938,4.543249483147991
12005,2018-03-31,1455,"Macon, Ga",991,4,4,Mercer,DI,0,20.20550425421916,4.422259351502691
12006,2018-04-06,1486,"Jacksonville, Fl",991,5,4,Mercer,DI,1,22.389860287221662,4.195406621623567
12007,2018-04-06,1487,"Jacksonville, Fl",991,4,4,Mercer,DI,0,20.57548002141799,4.014827092075778
12008,2018-04-07,1549,"Jacksonville, Fl",991,4,4,Mercer,DI,1,21.734651930013754,3.9060796545500276
12009,2018-04-07,1550,"Jacksonville, Fl",991,4,4,Mercer,DI,1,22.845047397090283,3.800170187030406
12010,2018-04-11,1592,"Conway, S.C.",991,4,4,Mercer,DI,1,23.523761020657034,3.735407819626471
12011,2018-04-11,1593,"Conway, S.C.",991,4,4,Mercer,DI,1,24.102242066607072,3.6819544714170513
12012,2018-04-21,1781,"DeLand, Fl",991,4,4,Mercer,DI,1,24.76428302450424,3.6140885887248144
12013,2018-04-21,1786,"DeLand, Fl",991,4,4,Mercer,DI,0,24.489926098850393,3.515421507358901
12014,2018-03-16,1112,"Birmingham, Al",1240,5,5,Central Arkansas,DI,1,28.158322630298365,7.7743633497703355
12015,2018-03-16,1121,"Birmingham, Al",1240,5,5,Central Arkansas,DI,0,25.083883230919756,7.172228528549149
12016,2018-03-17,1160,"Birmingham, Al",1240,5,5,Central Arkansas,DI,1,26.638247986454726,6.781190799284245
12017,2018-03-24,1286,"Conway, Ar",1240,5,5,Central Arkansas,DI,1,28.541699496055607,6.342889418555456
12018,2018-03-30,1397,"Baton Rouge, La",1240,5,5,Central Arkansas,DI,1,28.905170267299575,6.231692529571559
12019,2018-03-31,1417,"Baton Rouge, La",1240,5,5,Central Arkansas,DI,0,27.56051628284566,5.886954783270011
12020,2018-03-31,1448,"Baton Rouge, La",1240,5,5,Central Arkansas,DI,1,27.97162619029165,5.766563849785348
12021,2018-04-13,1613,"Conway, Ar",1240,5,5,Central Arkansas,DI,1,28.70579272454271,5.570458219790974
12022,2018-04-14,1628,"Conway, Ar",1240,5,5,Central Arkansas,DI,1,29.85543608638029,5.321649226060093
12023,2018-04-21,1801,"Houston, Tx",1240,5,5,Central Arkansas,DI,0,26.108804721684667,4.937501174884905
12024,2018-04-21,1804,"Houston, Tx",1240,5,5,Central Arkansas,DI,0,22.704617050441122,4.623211700819073
12025,2018-04-22,1802,"Houston, Tx",1240,5,5,Central Arkansas,DI,0,21.678355935155214,4.433674813327334
12026,2018-04-22,1805,"Houston, Tx",1240,5,5,Central Arkansas,DI,1,22.27943443855941,4.33386162738599
12027,2018-03-16,1112,"Birmingham, Al",360,5,5,Central Arkansas,DI,1,28.158322630298365,7.7743633497703355
12028,2018-03-16,1121,"Birmingham, Al",360,5,5,Central Arkansas,DI,0,25.083883230919756,7.172228528549149
12029,2018-03-17,1160,"Birmingham, Al",360,5,5,Central Arkansas,DI,1,26.638247986454726,6.781190799284245
12030,2018-03-24,1286,"Conway, Ar",360,5,5,Central Arkansas,DI,1,28.541699496055607,6.342889418555456
12031,2018-03-30,1397,"Baton Rouge, La",360,5,5,Central Arkansas,DI,1,28.905170267299575,6.231692529571559
12032,2018-03-31,1417,"Baton Rouge, La",360,5,5,Central Arkansas,DI,0,27.56051628284566,5.886954783270011
12033,2018-03-31,1448,"Baton Rouge, La",360,5,5,Central Arkansas,DI,1,27.97162619029165,5.766563849785348
12034,2018-04-13,1613,"Conway, Ar",360,5,5,Central Arkansas,DI,1,28.70579272454271,5.570458219790974
12035,2018-04-14,1628,"Conway, Ar",360,5,5,Central Arkansas,DI,1,29.85543608638029,5.321649226060093
12036,2018-04-21,1801,"Houston, Tx",360,5,5,Central Arkansas,DI,0,26.108804721684667,4.937501174884905
12037,2018-04-21,1804,"Houston, Tx",360,5,5,Central Arkansas,DI,0,22.70461705044111,4.623211700819073
12038,2018-04-22,1802,"Houston, Tx",360,5,5,Central Arkansas,DI,0,21.678355935155206,4.433674813327334
12039,2018-04-22,1805,"Houston, Tx",360,5,5,Central Arkansas,DI,1,22.279434438559406,4.33386162738599
12040,2018-03-16,1115,"Tavares, Fl",289,3,3,FIU,DI,0,20.78043059879612,7.453561099544358
12041,2018-03-16,1116,"Bakersfield, Ca",1450,4,5,Cal State Bakersfield,DI,0,20.70961022438729,7.6233447339759035
12042,2018-03-24,1276,"Bakersfield, Ca",1450,5,5,Cal State Bakersfield,DI,0,19.197027610649638,7.1683316122846525
12043,2018-03-30,1360,"Folsom, Ca",1450,5,5,Cal State Bakersfield,DI,0,18.954840827364674,7.029127752205533
12044,2018-03-30,1367,"Folsom, Ca",1450,5,5,Cal State Bakersfield,DI,1,24.760856671101063,6.378358037705229
12045,2018-03-30,1373,"Folsom, Ca",1450,5,5,Cal State Bakersfield,DI,0,21.710398076029364,5.9805314745566465
12046,2018-03-31,1435,"Folsom, Ca",1450,5,5,Cal State Bakersfield,DI,0,21.667950376647745,5.937666560420592
12047,2018-03-31,1437,"Folsom, Ca",1450,5,5,Cal State Bakersfield,DI,0,21.50522021624946,5.845453930104615
12048,2018-04-07,1545,"Bakersfield, Ca",1450,5,5,Cal State Bakersfield,DI,0,19.593187028576143,5.50425985307506
12049,2018-04-07,1547,"Bakersfield, Ca",1450,5,5,Cal State Bakersfield,DI,0,18.113387659556427,5.2358349366624575
12050,2018-04-12,1596,"Northridge, Ca",1450,5,5,Cal State Bakersfield,DI,0,17.613708614592458,5.08875821374988
12051,2018-04-12,1597,"Northridge, Ca",1450,5,5,Cal State Bakersfield,DI,0,17.40381529265674,5.0091915328042
12052,2018-04-14,1647,"Long Beach, Ca",1450,5,5,Cal State Bakersfield,DI,0,16.743176920056044,4.869932690886313
12053,2018-04-14,1657,"Long Beach, Ca",1450,5,5,Cal State Bakersfield,DI,0,16.479352937779314,4.798556628943054
12054,2018-03-16,1116,"Bakersfield, Ca",774,4,5,Cal State Bakersfield,DI,0,20.70961022438729,7.6233447339759035
12055,2018-03-24,1276,"Bakersfield, Ca",774,5,5,Cal State Bakersfield,DI,0,19.197027610649638,7.1683316122846525
12056,2018-03-30,1360,"Folsom, Ca",774,5,5,Cal State Bakersfield,DI,0,18.954840827364674,7.029127752205533
12057,2018-03-30,1367,"Folsom, Ca",774,5,5,Cal State Bakersfield,DI,1,24.760856671101063,6.378358037705229
12058,2018-03-30,1373,"Folsom, Ca",774,5,5,Cal State Bakersfield,DI,0,21.710398076029364,5.9805314745566465
12059,2018-03-31,1435,"Folsom, Ca",774,5,5,Cal State Bakersfield,DI,0,21.667950376647745,5.937666560420592
12060,2018-03-31,1437,"Folsom, Ca",774,5,5,Cal State Bakersfield,DI,0,21.50522021624946,5.845453930104615
12061,2018-04-07,1545,"Bakersfield, Ca",774,5,5,Cal State Bakersfield,DI,0,19.593187028576143,5.50425985307506
12062,2018-04-07,1547,"Bakersfield, Ca",774,5,5,Cal State Bakersfield,DI,0,18.113387659556427,5.2358349366624575
12063,2018-04-12,1596,"Northridge, Ca",774,5,5,Cal State Bakersfield,DI,0,17.613708614592458,5.08875821374988
12064,2018-04-12,1597,"Northridge, Ca",774,5,5,Cal State Bakersfield,DI,0,17.40381529265674,5.0091915328042
12065,2018-04-14,1647,"Long Beach, Ca",774,5,5,Cal State Bakersfield,DI,0,16.743176920056044,4.869932690886313
12066,2018-04-14,1657,"Long Beach, Ca",774,5,5,Cal State Bakersfield,DI,0,16.479352937779314,4.798556628943054
12067,2018-04-21,1791,"Bakersfield, Ca",774,5,5,Cal State Bakersfield,DI,0,15.960307831313012,4.689907077232826
12068,2018-04-27,1830,"Honolulu, Hi",774,5,5,Cal State Bakersfield,DI,0,15.826704638116603,4.632800797003454
12069,2018-04-27,1832,"Honolulu, Hi",774,5,5,Cal State Bakersfield,DI,0,15.87067965377948,4.630064018523572
12070,2018-04-27,1836,"Honolulu, Hi",774,5,5,Cal State Bakersfield,DI,0,15.252321474491298,4.499810150976033
12071,2018-04-28,1842,"Honolulu, Hi",774,5,5,Cal State Bakersfield,DI,0,15.293945153780935,4.495928551003311
12072,2018-03-16,1118,"Birmingham, Al",960,4,4,Tulane,DI,1,28.03203258901759,7.7196314670325314
12073,2018-03-16,1119,"Birmingham, Al",960,4,4,Tulane,DI,1,29.3093860353096,7.367843893487311
12074,2018-03-17,1152,"Birmingham, Al",960,3,4,Tulane,DI,1,34.275352538193374,6.7075117272703
12075,2018-03-17,1154,"Birmingham, Al",960,4,4,Tulane,DI,1,35.18764894655737,6.4897291803888955
12076,2018-03-24,1290,"Baton Rouge, La",960,3,4,Tulane,DI,0,32.24410532583542,5.936385183254282
12077,2018-03-24,1292,"Baton Rouge, La",960,4,4,Tulane,DI,1,33.88129331746185,5.676601750567841
12078,2018-03-25,1321,"Baton Rouge, La",960,4,4,Tulane,DI,1,34.98063773034004,5.451145750317365
12079,2018-03-25,1322,"Baton Rouge, La",960,5,4,Tulane,DI,0,32.006522640503974,5.030649900187427
12080,2018-03-30,1359,"Miami, Fl",960,4,4,Tulane,DI,0,30.272162946105414,4.725597844889875
12081,2018-03-30,1381,"Miami, Fl",960,4,4,Tulane,DI,1,31.96835698065121,4.486985375418083
12082,2018-03-31,1401,"Miami, Fl",960,5,4,Tulane,DI,0,31.162494207409104,4.340018836038735
12083,2018-03-31,1420,"Miami, Fl",960,5,4,Tulane,DI,1,32.40653067638146,4.155069565439628
12084,2018-03-31,1424,"Miami, Fl",960,5,4,Tulane,DI,0,30.289758802206045,3.9565650121436433
12085,2018-04-04,1464,"New Orleans, La",960,4,4,Tulane,DI,1,31.01332526023261,3.868340744188261
12086,2018-04-04,1465,"New Orleans, La",960,4,4,Tulane,DI,1,31.64138021222124,3.794994781068713
12087,2018-04-07,1534,"New Orleans, La",960,4,4,Tulane,DI,1,32.54513648731233,3.689913631427646
12088,2018-04-07,1536,"New Orleans, La",960,5,4,Tulane,DI,0,31.509601479384983,3.548585704258626
12089,2018-04-08,1566,"New Orleans, La",960,5,4,Tulane,DI,0,30.53632896283644,3.423205418135882
12090,2018-04-08,1581,"New Orleans, La",960,5,4,Tulane,DI,1,31.435589630475622,3.327093754545876
12091,2018-04-13,1599,"Columbia, SC",960,5,4,Tulane,DI,1,32.14348843186609,3.238345381707458
12092,2018-04-13,1603,"Columbia, S.C.",960,4,4,Tulane,DI,0,32.40856240795614,3.2276328328462762
12093,2018-04-14,1634,"Columbia, S.C.",960,4,4,Tulane,DI,1,32.754728328422395,3.2161238769147777
12094,2018-04-14,1635,"Columbia, S.C.",960,4,4,Tulane,DI,1,33.1268330174597,3.2001215400954055
12095,2018-04-20,1720,"Emerson, Ga",960,5,4,Tulane,DI,1,33.52651376195342,3.1500341204952904
12096,2018-04-20,1726,"Emerson, Ga",960,5,4,Tulane,DI,1,34.565210239769385,3.049575940521062
12097,2018-04-21,1771,"Emerson, Ga",960,5,4,Tulane,DI,1,34.75182432352881,3.0212095454949384
12098,2018-04-21,1776,"Emerson, Ga",960,5,4,Tulane,DI,1,35.2650401909474,2.95519732690983
12099,2018-03-16,1119,"Birmingham, Al",963,5,5,Tulane,DI,1,26.970963425173423,7.741967791509665
12100,2018-03-30,1359,"Miami, Fl",963,5,5,Tulane,DI,0,23.360542236737732,6.862420626914925
12101,2018-03-16,1129,"Tavares, Fl",301,2,5,FAU,DI,1,36.468063826627144,7.111507878307188
12102,2018-03-17,1140,"Tavares, Fl",301,2,5,FAU,DI,0,34.04457144638294,6.469064444759447
12103,2018-03-17,1165,"Tavares, Fl",301,2,5,FAU,DI,1,35.58792572763983,6.271192581439046
12104,2018-03-24,1293,"Baton Rouge, La",301,5,5,FAU,DI,0,32.34744346626975,5.721799754261659
12105,2018-03-24,1298,"Baton Rouge, La",301,5,5,FAU,DI,1,34.0713738732834,5.393456099520478
12106,2018-03-30,1356,"Miami, Fl",301,5,5,FAU,DI,0,31.605209985988047,5.0360234492708145
12107,2018-03-30,1370,"Miami, Fl",301,5,5,FAU,DI,0,31.350277135112748,4.9286191951054645
12108,2018-03-31,1403,"Miami, Fl",301,5,5,FAU,DI,1,33.13024407247324,4.680163734097867
12109,2018-04-06,1473,"Tallahassee, Fl",301,5,5,FAU,DI,0,32.82472224793416,4.582042556132785
12110,2018-04-06,1481,"Tallahassee, Fl",301,5,5,FAU,DI,1,33.57212321395554,4.42172578579203
12111,2018-04-07,1503,"Tallahassee, Fl",301,5,5,FAU,DI,1,35.811132897927116,4.161738093539774
12112,2018-04-20,1719,"Emerson, Ga",301,5,5,FAU,DI,0,35.346659298196066,4.049818347465278
12113,2018-04-20,1727,"Emerson, Ga",301,5,5,FAU,DI,1,35.96292263633608,3.934809626077683
12114,2018-04-21,1772,"Emerson, Ga",301,5,5,FAU,DI,0,33.40162252561815,3.7211562298379373
12115,2018-04-21,1777,"Emerson, Ga",301,5,5,FAU,DI,0,33.045723407217515,3.6313205386799785
12116,2018-03-17,1140,"Tavares, Fl",798,4,4,FAU,DI,0,20.857063162828073,7.455331161345795
12117,2018-03-17,1145,"Columbia, SC",1275,1,2,Jacksonville State,DI,0,25.998083752650174,8.263958713519846
12118,2018-03-17,1158,"Columbia, SC",1275,1,2,Jacksonville State,DI,0,27.07423771386637,8.244363027061356
12119,2018-03-18,1201,"Columbia, S.C.",1275,2,2,Jacksonville State,DI,0,27.859099332043286,8.16914017526692
12120,2018-03-18,1202,"Columbia, S.C.",1275,1,2,Jacksonville State,DI,0,28.887600311381775,8.11840052954095
12121,2018-03-23,1228,"Atlanta, GA",1275,2,2,Jacksonville State,DI,0,29.381456577259854,7.908165135101478
12122,2018-03-24,1258,"Atlanta, Ga",1275,2,2,Jacksonville State,DI,0,29.315905415210434,7.537945297268754
12123,2018-03-24,1259,"Atlanta, Ga",1275,2,2,Jacksonville State,DI,0,26.16382742770007,6.826585035002859
12124,2018-03-24,1269,"Atlanta, Ga",1275,2,2,Jacksonville State,DI,0,25.256823311437977,6.406396159091568
12125,2018-03-30,1395,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,25.157648826969798,6.118263362994081
12126,2018-03-30,1404,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,25.67797867044971,5.980603032323459
12127,2018-03-31,1426,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,26.298538664422125,5.872675457438198
12128,2018-03-31,1448,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,26.281293593422234,5.645225859336079
12129,2018-04-14,1652,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,27.151869588794785,5.627335893826044
12130,2018-04-14,1666,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,27.999415380064843,5.598642818193834
12131,2018-04-15,1671,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,28.62200448437768,5.494764713939831
12132,2018-04-15,1672,"Baton Rouge, La",1275,2,2,Jacksonville State,DI,0,29.376885669506166,5.438977718198529
12133,2018-03-17,1145,"Columbia, SC",786,5,5,Jacksonville State,DI,0,23.818560139864857,7.865375034079444
12134,2018-03-17,1158,"Columbia, SC",786,5,5,Jacksonville State,DI,0,20.515304126106212,7.165067046613083
12135,2018-03-18,1201,"Columbia, S.C.",786,5,5,Jacksonville State,DI,0,20.000930227996985,6.964473537136156
12136,2018-03-18,1202,"Columbia, S.C.",786,5,5,Jacksonville State,DI,0,19.20484157384512,6.711184277507185
12137,2018-03-23,1228,"Atlanta, GA",786,5,5,Jacksonville State,DI,0,18.66509322734654,6.517821599332222
12138,2018-03-24,1258,"Atlanta, Ga",786,5,5,Jacksonville State,DI,0,18.003909362513483,6.282625211580217
12139,2018-03-17,1151,"Birmingham, Al",992,5,4,Mercer,DI,1,31.873875047134305,7.432709761531425
12140,2018-03-17,1159,"Birmingham, Al",992,4,4,Mercer,DI,1,32.879913289104174,7.175066871407834
12141,2018-03-23,1229,"Atlanta, Ga",992,4,4,Mercer,DI,1,34.75735527657654,6.779044181345552
12142,2018-03-23,1234,"Atlanta, Ga",992,4,4,Mercer,DI,1,36.66682919906493,6.395049564912717
12143,2018-03-24,1259,"Atlanta, Ga",992,4,4,Mercer,DI,1,37.41570341353546,6.233789795885977
12144,2018-03-24,1270,"Atlanta, Ga",992,5,4,Mercer,DI,0,33.244257984853895,5.661589187522759
12145,2018-03-30,1358,"Macon, Ga",992,5,4,Mercer,DI,0,31.103138385882914,5.296891462046019
12146,2018-03-30,1364,"Macon, Ga",992,4,4,Mercer,DI,0,29.776908648956002,5.019140727934863
12147,2018-03-31,1443,"Macon, Ga",992,5,4,Mercer,DI,0,27.947917178094926,4.769402875331585
12148,2018-03-31,1455,"Macon, Ga",992,4,4,Mercer,DI,0,27.656373001960755,4.629082657319359
12149,2018-04-06,1486,"Jacksonville, Fl",992,5,4,Mercer,DI,1,30.044967110083434,4.36806962883489
12150,2018-04-06,1487,"Jacksonville, Fl",992,4,4,Mercer,DI,0,28.053039956397672,4.163744909594521
12151,2018-04-07,1549,"Jacksonville, Fl",992,4,4,Mercer,DI,1,29.27710271380142,4.042187052001298
12152,2018-04-07,1550,"Jacksonville, Fl",992,4,4,Mercer,DI,1,30.44493248311646,3.924577212769266
12153,2018-04-11,1592,"Conway, S.C.",992,4,4,Mercer,DI,1,31.148835936808787,3.8530831889206274
12154,2018-04-11,1593,"Conway, S.C.",992,4,4,Mercer,DI,1,31.74513028745345,3.794272698519447
12155,2018-04-21,1781,"DeLand, Fl",992,4,4,Mercer,DI,1,32.42958482364046,3.7198467612803734
12156,2018-04-21,1786,"DeLand, Fl",992,4,4,Mercer,DI,0,32.12113966803309,3.6120611444524937
12157,2018-03-17,1154,"Birmingham, Al",42,5,5,Tulane,DI,1,31.02017150573122,7.304230356461564
12158,2018-03-24,1292,"Baton Rouge, La",42,5,5,Tulane,DI,0,26.586058782331445,6.740644552943701
12159,2018-03-25,1321,"Baton Rouge, La",42,5,5,Tulane,DI,0,23.969220650908184,6.252706110378979
12160,2018-04-08,1582,"New Orleans, La",42,5,5,Tulane,DI,1,25.161672482542965,5.976012686975028
12161,2018-03-17,1157,"Columbia, SC",124,4,5,South Carolina,DI,0,25.251242858301396,8.298128416329137
12162,2018-03-30,1372,"Miami, Fl",124,4,5,South Carolina,DI,1,28.652782025596867,7.390566665977437
12163,2018-04-20,1716,"Emerson, Ga",124,5,5,South Carolina,DI,1,33.73393538667638,6.523002817186663
12164,2018-04-20,1720,"Emerson, Ga",124,5,5,South Carolina,DI,0,32.33178907452245,6.07878081157974
12165,2018-04-21,1765,"Emerson, Ga",124,5,5,South Carolina,DI,0,30.889051030731515,5.680671308464135
12166,2018-04-21,1774,"Emerson, Ga",124,5,5,South Carolina,DI,0,30.31919817515874,5.467625185935015
12167,2018-04-22,1800,"Emerson, Ga    (Semis)",124,5,5,South Carolina,DI,0,30.048899957740158,5.336678531707064
12168,2018-03-17,1159,"Birmingham, Al",1287,5,5,Mercer,DI,0,19.751051069720983,7.423103037003295
12169,2018-03-17,1171,"Tavares, Fl",20,2,2,Florida State,DI,1,26.984552175507368,7.918671435840477
12170,2018-04-14,1656,"Baton Rouge, La",20,5,2,Florida State,DI,1,27.444805239147204,7.735898901403715
12171,2018-04-15,1672,"Baton Rouge, La",20,2,2,Florida State,DI,1,28.63241101745653,7.57812677175876
12172,2018-03-17,1174,"Berkeley, Ca`",311,5,4,Pacific,DI,0,24.83829292110976,8.204827255556248
12173,2018-03-17,1182,"Berkeley, Ca`",311,5,4,Pacific,DI,0,22.15800713999912,7.4638666338811435
12174,2018-03-20,1215,"Moraga, Ca",311,5,4,Pacific,DI,1,25.411488840244584,6.857438716514757
12175,2018-03-24,1297,"Stockton, Ca",311,4,4,Pacific,DI,1,27.93063297333971,6.3514288187125025
12176,2018-04-07,1524,"Stanford, Ca",311,4,4,Pacific,DI,0,23.132441652447543,5.694882447827057
12177,2018-04-08,1579,"Stanford, Ca",311,4,4,Pacific,DI,0,22.999887688288567,5.539018121644523
12178,2018-04-08,1583,"Stanford, Ca",311,4,4,Pacific,DI,0,22.800739013459637,5.3701642621158
12179,2018-04-10,1590,"Stockton, Ca",311,4,4,Pacific,DI,1,25.111615234094817,5.049546038557563
12180,2018-04-14,1660,"Stockton, Ca",311,4,4,Pacific,DI,1,26.053053687432556,4.9033496153347365
12181,2018-04-14,1661,"Stockton, Ca",311,4,4,Pacific,DI,0,23.114135096864516,4.574575787490006
12182,2018-04-20,1731,"Santa Monica, Ca",311,4,4,Pacific,DI,0,23.385315899422014,4.561122214126715
12183,2018-04-20,1734,"Santa Monica, Ca",311,4,4,Pacific,DI,1,23.877217973296066,4.501879400540851
12184,2018-04-20,1736,"Santa Monica, Ca",311,4,4,Pacific,DI,1,24.937548063630963,4.345742090633718
12185,2018-04-21,1775,"Santa Monica, Ca",311,4,4,Pacific,DI,0,24.050293669670538,4.141979692343053
12186,2018-03-17,1180,"Santa Monica, Ca",925,5,5,UCLA,DI,1,27.602091465209142,7.70670778670743
12187,2018-03-18,1192,"Columbia, S.C.",1001,5,5,South Carolina,DI,1,29.930161722769636,7.3658567899809615
12188,2018-03-18,1201,"Columbia, S.C.",1001,5,5,South Carolina,DI,1,30.57660587572941,7.147690107363195
12189,2018-03-30,1362,"Miami, Fl",1001,5,5,South Carolina,DI,0,28.490110899843554,6.586501892115499
12190,2018-03-30,1372,"Miami, Fl",1001,5,5,South Carolina,DI,0,26.98370763895031,6.229645720077007
12191,2018-03-31,1410,"Miami, Fl",1001,5,5,South Carolina,DI,0,26.904561652990456,6.158408263659503
12192,2018-03-18,1200,"Honolulu, Hi",1059,3,3,Hawaii,DI,1,27.113652205899573,7.75957906282055
12193,2018-03-20,1216,"Honolulu, Hi",1059,3,3,Hawaii,DI,1,28.413875064264726,7.426692161795378
12194,2018-03-18,1203,"Monterey, Ca",1911,5,5,Santa Clara,DI,0,22.656580828857805,7.648939341736182
12195,2018-03-18,1205,"Monterey, Ca",1911,5,5,Santa Clara,DI,0,20.62754278438546,7.06530642518681
12196,2018-03-21,1220,"Wilmington, N.C.",583,1,1,Coastal Carolina,DI,0,25.685712251453303,8.1352613293031
12197,2018-03-21,1221,"Wilmington, N.C.",583,1,1,Coastal Carolina,DI,0,26.44995875485587,7.969642866875781
12198,2018-03-30,1355,"Macon, Ga",583,1,1,Coastal Carolina,DI,0,26.144116648735203,7.567336729375155
12199,2018-03-30,1408,"Macon, Ga",583,1,1,Coastal Carolina,DI,0,27.073892472627012,7.473696265605185
12200,2018-03-31,1409,"Macon, Ga",583,1,1,Coastal Carolina,DI,0,27.530727981231795,7.240756589900508
12201,2018-03-31,1444,"Macon, Ga",583,1,1,Coastal Carolina,DI,0,28.601447047126715,7.220853378790109
12202,2018-04-06,1475,"Jacksonville, Fl",583,1,1,Coastal Carolina,DI,0,25.48863391178041,6.606841982967346
12203,2018-04-06,1476,"Jacksonville, Fl",583,1,1,Coastal Carolina,DI,0,26.363449294397434,6.505948153517744
12204,2018-04-07,1537,"Jacksonville, Fl",583,1,1,Coastal Carolina,DI,0,27.338328024748765,6.443292705471772
12205,2018-04-07,1548,"Jacksonville, Fl",583,2,1,Coastal Carolina,DI,1,30.298465343987328,6.042008174913699
12206,2018-04-11,1592,"Conway, S.C.",583,1,1,Coastal Carolina,DI,0,29.659217025595552,5.673455620312874
12207,2018-04-11,1593,"Conway, S.C.",583,1,1,Coastal Carolina,DI,0,29.96264560184073,5.45123857214799
12208,2018-04-13,1602,"Columbia, S.C.",583,2,1,Coastal Carolina,DI,1,32.000210407411224,5.271872227982967
12209,2018-04-13,1615,"Columbia, S.C.",583,2,1,Coastal Carolina,DI,1,33.3170367023327,5.1542653608463675
12210,2018-04-14,1635,"Columbia, S.C.",583,2,1,Coastal Carolina,DI,0,34.12860896395131,5.112007488149129
12211,2018-04-14,1645,"Columbia, S.C.",583,2,1,Coastal Carolina,DI,0,34.41181889162634,4.945603398053298
12212,2018-03-21,1220,"Wilmington, N.C.",585,1,1,Coastal Carolina,DI,0,25.685712251453303,8.1352613293031
12213,2018-03-21,1221,"Wilmington, N.C.",585,1,1,Coastal Carolina,DI,0,26.44995875485587,7.969642866875781
12214,2018-03-30,1355,"Macon, Ga",585,1,1,Coastal Carolina,DI,0,26.144116648735203,7.567336729375155
12215,2018-03-30,1408,"Macon, Ga",585,1,1,Coastal Carolina,DI,0,27.073892472627012,7.473696265605185
12216,2018-03-31,1409,"Macon, Ga",585,1,1,Coastal Carolina,DI,0,27.530727981231795,7.240756589900508
12217,2018-03-31,1444,"Macon, Ga",585,1,1,Coastal Carolina,DI,0,28.601447047126715,7.220853378790109
12218,2018-04-06,1475,"Jacksonville, Fl",585,1,1,Coastal Carolina,DI,0,25.48863391178041,6.606841982967346
12219,2018-04-06,1476,"Jacksonville, Fl",585,1,1,Coastal Carolina,DI,0,26.363449294397434,6.505948153517744
12220,2018-04-07,1537,"Jacksonville, Fl",585,1,1,Coastal Carolina,DI,0,27.338328024748765,6.443292705471772
12221,2018-04-07,1548,"Jacksonville, Fl",585,2,1,Coastal Carolina,DI,1,30.298465343987328,6.042008174913699
12222,2018-04-11,1592,"Conway, S.C.",585,1,1,Coastal Carolina,DI,0,29.659217025595552,5.673455620312874
12223,2018-04-11,1593,"Conway, S.C.",585,1,1,Coastal Carolina,DI,0,29.96264560184073,5.45123857214799
12224,2018-04-13,1602,"Columbia, S.C.",585,2,1,Coastal Carolina,DI,1,32.000210407411224,5.271872227982967
12225,2018-04-13,1615,"Columbia, S.C.",585,2,1,Coastal Carolina,DI,1,33.3170367023327,5.1542653608463675
12226,2018-04-14,1635,"Columbia, S.C.",585,2,1,Coastal Carolina,DI,0,34.12860896395131,5.112007488149129
12227,2018-04-14,1645,"Columbia, S.C.",585,2,1,Coastal Carolina,DI,0,34.41181889162634,4.945603398053298
12228,2018-03-21,1220,"Wilmington, N.C.",821,2,3,Coastal Carolina,DI,0,24.64433543811942,7.8948147896439025
12229,2018-03-21,1221,"Wilmington, N.C.",821,2,3,Coastal Carolina,DI,0,24.71348914195564,7.577092609740442
12230,2018-04-11,1592,"Conway, S.C.",821,3,3,Coastal Carolina,DI,0,23.285495202506517,7.019906027477964
12231,2018-04-11,1593,"Conway, S.C.",821,3,3,Coastal Carolina,DI,0,22.622898077914737,6.643962055193238
12232,2018-04-13,1602,"Columbia, S.C.",821,3,3,Coastal Carolina,DI,0,23.121938943288583,6.643573379245625
12233,2018-04-13,1615,"Columbia, S.C.",821,3,3,Coastal Carolina,DI,0,21.788431602793224,6.297321901566734
12234,2018-04-14,1635,"Columbia, S.C.",821,4,3,Coastal Carolina,DI,0,21.812123053152074,6.168751322060154
12235,2018-04-14,1645,"Columbia, S.C.",821,4,3,Coastal Carolina,DI,0,22.049279315767652,6.132745358386036
